Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2017-05-25,13:36,Thursday,FINCH STATION (APPROAC,MUSC,0,0,N,YU,6006
2017-05-25,13:37,Thursday,WELLESLEY STATION,SUDP,0,0,N,YU,5441
2017-05-25,13:45,Thursday,CHRISTIE STATION,EUNT,3,6,W,BD,5210
2017-05-25,13:50,Thursday,YORKDALE STATION,MUSC,0,0,S,YU,6026
2017-05-25,14:22,Thursday,BAY STATION,MUIS,0,0,,BD,0
2017-05-25,15:04,Thursday,KENNEDY BD STATION,MUSC,0,0,W,BD,5339
2017-05-25,15:32,Thursday,KIPLING STATION,MUSC,0,0,E,BD,5168
2017-05-25,15:34,Thursday,WOODBINE STATION,MUSC,0,0,W,BD,5293
2017-05-25,15:48,Thursday,DUPONT STATION (APPROA,TUSC,0,0,S,YU,5876
2017-05-25,15:55,Thursday,DONLANDS STATION,EUNEA,3,5,W,BD,0
2017-05-25,16:05,Thursday,ELLESMERE STATION DEPA,ERTC,4,9,S,SRT,3018
2017-05-25,16:13,Thursday,YORKDALE STATION,MUSC,5,7,S,YU,6791
2017-05-25,17:04,Thursday,BATHURST STATION,MUIS,0,0,E,BD,0
2017-05-25,17:04,Thursday,DUNDAS STATION - WEST,PUMST,0,0,,YU,0
2017-05-25,17:17,Thursday,KENNEDY BD STATION,EUBO,5,7,W,BD,5187
2017-05-25,17:49,Thursday,CHRISTIE STATION,MUD,4,7,W,BD,5121
2017-05-25,18:21,Thursday,KIPLING STATION,EUDO,0,0,,BD,5150
2017-05-25,18:40,Thursday,VICTORIA PARK STATION,SUUT,26,29,W,BD,5159
2017-05-25,18:45,Thursday,DUNDAS WEST STATION,SUDP,11,14,W,BD,5029
2017-05-25,19:00,Thursday,GLENCAIRN STATION,MUSC,0,0,N,YU,5961
2017-05-25,19:05,Thursday,KIPLING STATION,MUIS,0,0,W,BD,0
2017-05-25,19:10,Thursday,KING STATION,SUAE,0,0,,YU,0
2017-05-25,19:48,Thursday,KIPLING STATION,MUSC,0,0,W,BD,5027
2017-05-25,19:48,Thursday,KIPLING STATION,MUSC,0,0,W,BD,5027
2017-05-25,19:59,Thursday,YORK MILLS STATION (AP,PUSI,3,6,N,YU,5776
2017-05-25,20:33,Thursday,PAPE STATION,MUO,18,22,E,BD,5228
2017-05-25,20:36,Thursday,WILSON STATION,PUSO,5,8,S,YU,5481
2017-05-25,20:38,Thursday,CHESTER STATION,SUUT,0,0,E,BD,5022
2017-05-25,21:45,Thursday,ST GEORGE BD STATION,MUSC,3,5,W,BD,5159
2017-05-25,21:57,Thursday,KEELE STATION,MUSC,0,0,W,BD,5159
2017-05-25,23:30,Thursday,YONGE-UNIVERSITY SUBW,MUGD,0,0,,YU,0
2017-05-25,23:35,Thursday,ST GEORGE BD STATION,MUSC,0,0,W,BD,5159
2017-05-26,00:42,Friday,FINCH STATION,MUPAA,0,0,S,YU,5846
2017-05-26,01:00,Friday,SCARB CTR STATION,ERDO,5,12,S,SRT,3006
2017-05-26,06:30,Friday,OLD MILL STATION,MUPLB,10,12,W,BD,5319
2017-05-26,06:39,Friday,BAY STATION,MUO,3,5,W,BD,5321
2017-05-26,06:53,Friday,GREENWOOD STATION,MUSC,0,0,E,BD,5074
2017-05-26,07:10,Friday,KEELE STATION (APPROAC,TUSC,0,0,E,BD,5210
2017-05-26,07:20,Friday,KIPLING STATION (EXITI,MUSC,0,0,E,BD,5202
2017-05-26,07:23,Friday,ISLINGTON STATION (EXI,MUSC,0,0,E,BD,5202
2017-05-26,07:37,Friday,LAWRENCE WEST STATION,EUO,3,6,S,YU,5796
2017-05-26,07:39,Friday,ST CLAIR WEST STATION,SUDP,3,5,N,YU,5501
2017-05-26,07:43,Friday,ISLINGTON STATION,TUSC,0,0,E,BD,5340
2017-05-26,07:50,Friday,KENNEDY BD STATION (PL,MUO,3,5,W,BD,5250
2017-05-26,07:54,Friday,UNION STATION (APPROAC,TUMVS,0,0,S,YU,5921
2017-05-26,08:21,Friday,KENNEDY STATION,EUPI,3,5,E,BD,5053
2017-05-26,08:26,Friday,BLOOR STATION,MUSC,0,0,N,YU,5861
2017-05-26,08:40,Friday,ROSEDALE STATION (APPR,TUO,3,5,N,YU,5421
2017-05-26,08:53,Friday,WOODBINE STATION (EXIT,MUSC,0,0,W,BD,5204
2017-05-26,08:54,Friday,SHEPPARD WEST STATION,MUSC,0,0,S,YU,5966
2017-05-26,08:59,Friday,SUMMERHILL STATION,MUIS,0,0,,YU,0
2017-05-26,09:00,Friday,KENNEDY BD STATION (EN,TUSC,0,0,E,BD,5074
2017-05-26,09:05,Friday,DUNDAS WEST STATION,MUIRS,3,5,E,BD,5121
2017-05-26,09:33,Friday,ST GEORGE YUS STATION,SUDP,0,0,,YU,0
2017-05-26,10:00,Friday,SCARB CTR STATION,ERDO,34,40,S,SRT,3023
2017-05-26,11:45,Friday,WOODBINE STATION (EXIT,MUSC,0,0,W,BD,5254
2017-05-26,12:26,Friday,OLD MILL STATION,TUSC,0,0,E,BD,5135
2017-05-26,12:45,Friday,NORTH YORK CTR STATION,TUSUP,0,0,N,YU,5551
2017-05-26,14:15,Friday,KENNEDY SRT STATION,ERDO,0,0,N,SRT,3015
2017-05-26,14:18,Friday,MIDLAND STATION,SRUT,0,0,S,SRT,3016
2017-05-26,14:46,Friday,CHRISTIE STATION (APPR,MUSC,0,0,E,BD,5246
2017-05-26,14:58,Friday,LESLIE STATION,SUO,0,0,E,SHP,0
2017-05-26,15:22,Friday,KIPLING STATION,MUSC,0,0,E,BD,5027
2017-05-26,15:47,Friday,KIPLING STATION,MUSC,0,0,E,BD,5202
2017-05-26,16:29,Friday,CASTLE FRANK STATION,PUMEL,0,0,,BD,0
2017-05-26,16:39,Friday,SHEPPARD WEST STATION,TUSC,0,0,N,YU,5771
2017-05-26,17:06,Friday,BAYVIEW STATION,PUMST,0,0,,SHP,0
2017-05-26,17:12,Friday,HIGH PARK STATION,MUI,20,22,E,BD,5308
2017-05-26,17:17,Friday,WILSON STATION,MUSC,0,0,S,YU,5496
2017-05-26,17:21,Friday,KENNEDY SRT STATION,ERTC,5,10,N,SRT,3011
2017-05-26,17:53,Friday,OSSINGTON STATION,MUSC,0,0,E,BD,5146
2017-05-26,17:57,Friday,CHRISTIE STATION (LEAV,TUSC,0,0,W,BD,5020
2017-05-26,18:09,Friday,BLOOR STATION,MUPAA,4,6,N,YU,5941
2017-05-26,18:10,Friday,KENNEDY SRT STATION,MRTO,15,20,S,SRT,3007
2017-05-26,18:31,Friday,YONGE BD STATION,MUPAA,0,0,E,BD,5336
2017-05-26,19:23,Friday,FINCH STATION,SUAP,0,0,,YU,0
2017-05-26,19:25,Friday,SCARB CTR STATION,MRO,7,12,N,SRT,3013
2017-05-26,20:00,Friday,BLOOR - DANFORTH LINE,MUGD,0,0,,BD,0
2017-05-26,20:16,Friday,CASTLE FRANK STATION,MUSC,0,0,E,BD,5202
2017-05-26,20:22,Friday,OLD MILL STATION,TUMVS,0,0,E,BD,5095
2017-05-26,20:25,Friday,DONLANDS STATION,SUDP,6,9,W,BD,5159
2017-05-26,20:36,Friday,WARDEN STATION (LEAVIN,MUSC,0,0,E,BD,5202
2017-05-26,21:04,Friday,FINCH STATION,MUIS,0,0,,YU,0
2017-05-26,21:05,Friday,YORK MILLS STATION,TUSC,0,0,N,YU,6071
2017-05-26,21:14,Friday,YONGE SHP STATION,TUSC,0,0,E,SHP,6166
2017-05-26,21:24,Friday,ST CLAIR WEST STATION,MUIRS,0,0,,YU,0
2017-05-26,21:36,Friday,HIGH PARK STATION,SUO,0,0,W,BD,5254
2017-05-26,21:37,Friday,KIPLING STATION,MUPAA,0,0,E,BD,5202
2017-05-26,21:38,Friday,ROYAL YORK STATION,MUIS,0,0,E,BD,0
2017-05-26,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,,BD,0
2017-05-26,22:17,Friday,VICTORIA PARK STATION,SUAP,0,0,,BD,0
2017-05-26,23:24,Friday,EGLINTON STATION,SUO,0,0,,YU,0
2017-05-26,23:58,Friday,KENNEDY SRT STATION,MRUI,18,25,W,SRT,3002
2017-05-27,00:24,Saturday,BROADVIEW STATION,MUIS,0,0,,BD,0
2017-05-27,00:37,Saturday,SHEPPARD WEST STATION,TUSC,0,0,N,YU,5926
2017-05-27,00:43,Saturday,ROYAL YORK STATION,SUUT,5,10,E,BD,5095
2017-05-27,01:38,Saturday,BROADVIEW STATION,MUDD,14,19,E,BD,5314
2017-05-27,01:41,Saturday,ST GEORGE BD STATION,TUSC,0,0,W,BD,5062
2017-05-27,04:39,Saturday,UNION TO KING,PUTOE,0,0,N,YU,0
2017-05-27,06:00,Saturday,YONGE/UNIVERSITY - BLO,MUO,0,0,,BD,0
2017-05-27,06:00,Saturday,BROADVIEW TO SHERBOURN,MUO,0,0,,BD,0
2017-05-27,06:24,Saturday,SHEPPARD WEST STATION,MUSC,0,0,S,YU,5851
2017-05-27,08:03,Saturday,BROADVIEW STATION,PUMEL,0,0,,BD,0
2017-05-27,08:21,Saturday,KIPLING STATION,MUSC,0,0,E,BD,5074
2017-05-27,08:30,Saturday,GREENWOOD STATION,MUSC,0,0,E,BD,5202
2017-05-27,08:38,Saturday,VICTORIA PARK STATION,MUSC,0,0,E,BD,5202
2017-05-27,08:45,Saturday,DUNDAS WEST STATION,MUI,0,0,E,BD,5272
2017-05-27,09:09,Saturday,BROADVIEW STATION,MUSC,0,0,E,BD,5202
2017-05-27,09:48,Saturday,UNION STATION (ENTERIN,TUMVS,0,0,S,YU,5666
2017-05-27,10:33,Saturday,BROADVIEW STATION,SUUT,9,14,W,BD,5323
2017-05-27,11:35,Saturday,YONGE UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017-05-27,11:47,Saturday,BROADVIEW TO YONGE STA,PUTWZ,9,14,E,BD,5221
2017-05-27,11:56,Saturday,BROADVIEW STATION,MUIS,0,0,,BD,0
2017-05-27,12:02,Saturday,CHESTER STATION,MUPAA,0,0,E,BD,5319
2017-05-27,12:03,Saturday,DUNDAS STATION,SUUT,11,15,S,YU,5646
2017-05-27,13:27,Saturday,ST GEORGE YUS STATION,TUSC,0,0,S,YU,5441
2017-05-27,13:38,Saturday,QUEEN STATION,MUI,7,10,S,YU,5956
2017-05-27,14:01,Saturday,KENNEDY BD STATION,PUMEL,0,0,,BD,0
2017-05-27,14:04,Saturday,169 DANFORTH AVENUE,PUMO,0,0,W,YU,0
2017-05-27,15:22,Saturday,YONGE - UNIVERSITY LIN,MUGD,0,0,,YU,0
2017-05-27,15:35,Saturday,PAPE STATION,MUIRS,0,0,,BD,0
2017-05-27,15:37,Saturday,GREENWOOD STATION,MUSC,0,0,E,BD,5202
2017-05-27,16:16,Saturday,LAWRENCE WEST STATION,TUMVS,0,0,S,YU,5506
2017-05-27,16:43,Saturday,BROADVIEW AND DANFORTH,MUIS,0,0,N,BD,1583
2017-05-27,16:58,Saturday,OSGOODE STATION,MUPAA,0,0,N,YU,5916
2017-05-27,17:36,Saturday,CASTLE FRANK STATION,MUNCA,0,0,,BD,0
2017-05-27,17:50,Saturday,WARDEN STATION (APPR,MUSC,0,0,E,BD,5146
2017-05-27,18:03,Saturday,BROADVIEW STATION,MUNCA,0,0,,BD,0
2017-05-27,18:05,Saturday,QUEEN STATION - EAST S,MUNCA,0,0,,YU,0
2017-05-27,18:15,Saturday,ST CLAIR STATION - UPP,MUNCA,0,0,,YU,0
2017-05-27,18:20,Saturday,ST GEORGE BD STATION,TUSC,0,0,,BD,5061
2017-05-27,18:30,Saturday,JANE STATION,MUNCA,0,0,,BD,0
2017-05-27,18:44,Saturday,SPADINA YUS STATION,SUUT,17,21,N,YU,6021
2017-05-27,19:38,Saturday,COXWELL STATION,MUSC,0,0,W,BD,5111
2017-05-27,20:23,Saturday,NORTH YORK CTR STATION,TUOS,6,10,S,YU,5586
2017-05-27,21:19,Saturday,VICTORIA PARK STATION,MUIS,0,0,E,BD,5366
2017-05-27,22:10,Saturday,ST GEORGE BD STATION,SUDP,0,0,,BD,0
2017-05-27,22:50,Saturday,ST PATRICK STATION,TUO,5,9,S,YU,5031
2017-05-27,23:05,Saturday,BAYVIEW STATION,MUSC,0,0,W,SHP,6161
2017-05-27,23:18,Saturday,BAYVIEW STATION,MUIRS,0,0,E,SHP,0
2017-05-27,23:22,Saturday,MUSEUM STATION,SUUT,35,39,S,YU,6001
2017-05-28,00:41,Sunday,KENNEDY BD STATION,MUSC,0,0,W,BD,5293
2017-05-28,00:57,Sunday,VICTORIA PARK STATION,MUI,4,9,W,BD,5336
2017-05-28,06:00,Sunday,YONGE/UNIVERSITY - BLO,MUO,0,0,,BD,0
2017-05-28,07:57,Sunday,BATHURST STATION,MUIS,0,0,,BD,0
2017-05-28,08:00,Sunday,BROADVIEW TO ST GEORGE,MUO,0,0,,BD,0
2017-05-28,08:12,Sunday,SHEPPARD WEST STATION,MUSC,0,0,S,YU,5851
2017-05-28,09:09,Sunday,ISLINGTON STATION,MUSC,0,0,E,BD,5357
2017-05-28,11:20,Sunday,FINCH STATION,MUSC,0,0,S,YU,6121
2017-05-28,11:25,Sunday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3015
2017-05-28,11:31,Sunday,ST CLAIR WEST STATION,MUO,0,0,N,YU,5841
2017-05-28,11:49,Sunday,ST GEORGE BD STATION,TUSC,0,0,W,BD,5313
2017-05-28,12:46,Sunday,SPADINA YUS STATION,PUMEL,0,0,,YU,0
2017-05-28,13:10,Sunday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3010
2017-05-28,13:30,Sunday,YONGE - UNIVERSITY LIN,MUGD,0,0,,YU,0
2017-05-28,16:07,Sunday,LESLIE STATION,TUMVS,4,10,W,SHP,6146
2017-05-28,16:32,Sunday,ST GEORGE BD STATION,TUSC,0,0,W,BD,5321
2017-05-28,17:02,Sunday,YORKDALE STATION,MUNCA,0,0,,YU,0
2017-05-28,18:22,Sunday,SUMMERHILL STATION,MUPAA,0,0,S,YU,5456
2017-05-28,18:53,Sunday,OSSINGTON STATION,EUDO,0,0,W,BD,5221
2017-05-28,18:55,Sunday,BLOOR STATION,MUSC,0,0,S,YU,6106
2017-05-28,19:01,Sunday,SHEPPARD STATION,MUI,6,10,S,YU,5931
2017-05-28,19:10,Sunday,ST GEORGE BD STATION,TUSC,0,0,W,BD,5062
2017-05-28,20:55,Sunday,FINCH STATION,MUPR1,109,114,S,YU,5815
2017-05-28,21:15,Sunday,BROADVIEW STATION,MUI,0,0,W,BD,5117
2017-05-28,22:12,Sunday,ISLINGTON STATION,TUSC,0,0,W,BD,5062
2017-05-28,22:51,Sunday,FINCH STATION (LEAVING,TUSC,0,0,S,YU,5816
2017-05-28,23:00,Sunday,HIGH PARK STATION,MUIRS,0,0,E,BD,0
2017-05-29,00:21,Monday,BLOOR DANFORTH SUBWAY,MUGD,0,0,,BD,0
2017-05-29,01:34,Monday,YORK MILLS STATION (AP,MUSC,0,0,S,YU,5981
2017-05-29,06:00,Monday,DUPONT STATION ( APPRO,TUSC,0,0,S,YU,5661
2017-05-29,06:50,Monday,KENNEDY BD STATION,TUSC,0,0,W,BD,5225
2017-05-29,08:25,Monday,FINCH STATION (EXITING,MUSC,0,0,S,YU,5411
2017-05-29,08:27,Monday,OSGOODE STATION,MUIR,0,0,S,YU,5406
2017-05-29,08:30,Monday,BLOOR STATION,MUI,3,5,S,YU,5096
2017-05-29,08:35,Monday,KENNEDY BD STATION,TUSC,0,0,W,BD,5225
2017-05-29,09:04,Monday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3010
2017-05-29,09:06,Monday,DUFFERIN STATION,SUUT,3,5,W,BD,5061
2017-05-29,09:19,Monday,ST CLAIR WEST STATION,TUSC,0,0,,YU,5046
2017-05-29,09:20,Monday,ST GEORGE BD STATION,MUSC,0,0,W,BD,5202
2017-05-29,09:33,Monday,KEELE STATION,MUSC,0,0,W,BD,5202
2017-05-29,09:39,Monday,KENNEDY SRT STATION,MRTO,4,9,S,SRT,3013
2017-05-29,09:40,Monday,RUNNYMEDE STATION,MUTO,5,7,W,BD,5177
2017-05-29,10:18,Monday,BLOOR STATION,MUI,0,0,S,YU,6061
2017-05-29,10:24,Monday,CHRISTIE STATION (APPR,MUSC,0,0,W,BD,5202
2017-05-29,10:29,Monday,KIPLING STATION (APPRO,TUMVS,0,0,W,BD,5319
2017-05-29,11:04,Monday,LAWRENCE WEST STATION,PUMO,0,0,,YU,0
2017-05-29,11:29,Monday,WILSON STATION,TUSC,0,0,N,YU,5656
2017-05-29,12:09,Monday,KENNEDY SRT STATION,MRTO,5,10,,SRT,3020
2017-05-29,12:09,Monday,YORK MILLS STATION,TUSC,0,0,N,YU,5511
2017-05-29,12:58,Monday,BAYVIEW STATION,MUIR,8,13,E,SHP,5166
2017-05-29,12:58,Monday,WILSON STATION,MUSC,0,0,S,YU,6071
2017-05-29,13:18,Monday,ST GEORGE YUS STATION,TUSC,0,0,N,YU,5106
2017-05-29,13:37,Monday,WILSON STATION,MUSC,0,0,S,YU,6066
2017-05-29,14:15,Monday,LAWRENCE WEST STATION,MUSC,0,0,S,YU,5421
2017-05-29,14:17,Monday,ST CLAIR STATION PLEAS,MUIS,0,0,,YU,0
2017-05-29,14:24,Monday,ST CLAIR WEST STATION,EUAC,3,6,N,YU,5722
2017-05-29,14:37,Monday,PAPE STATION,MUSAN,3,6,E,BD,5313
2017-05-29,14:38,Monday,KIPLING STATION,EUBK,0,0,E,BD,5255
2017-05-29,15:12,Monday,WILSON STATION,MUSC,0,0,S,YU,6071
2017-05-29,15:19,Monday,COXWELL STATION,MUIS,0,0,E,BD,0
2017-05-29,15:31,Monday,KENNEDY SRT STATION,MRTO,6,11,S,SRT,3015
2017-05-29,15:37,Monday,FINCH STATION,SUPOL,20,23,S,YU,5606
2017-05-29,16:11,Monday,SHEPPARD WEST STATION,MUIE,3,6,S,YU,5426
2017-05-29,16:14,Monday,LAWRENCE EAST STATION,ERPR,5,10,S,SRT,3008
2017-05-29,16:19,Monday,ISLINGTON STATION,TUSC,0,0,W,BD,5179
2017-05-29,17:07,Monday,EGLINTON STATION,MUIRS,0,0,,YU,0
2017-05-29,17:09,Monday,MCCOWAN STATION,MRO,0,0,,SRT,0
2017-05-29,17:14,Monday,ISLINGTON STATION,MUIR,3,6,W,BD,5089
2017-05-29,17:14,Monday,ST CLAIR STATION,MUPAA,0,0,N,YU,5806
2017-05-29,17:26,Monday,KIPLING STATION,TUSC,0,0,W,BD,5283
2017-05-29,18:00,Monday,MAIN STREET STATION,TUSC,0,0,W,BD,5062
2017-05-29,18:02,Monday,CHESTER STATION (LEAVI,PUTO,3,5,W,BD,5030
2017-05-29,18:20,Monday,MIDLAND STATION,ERPR,5,10,N,SRT,3001
2017-05-29,18:28,Monday,WARDEN STATION,MUPLB,13,16,W,BD,5020
2017-05-29,18:29,Monday,EGLINTON STATION,MUCL,5,7,N,YU,5906
2017-05-29,18:45,Monday,SHEPPARD STATION,MUPAA,0,0,N,YU,5971
2017-05-29,19:08,Monday,ROSEDALE STATION,SUUT,0,0,S,YU,5521
2017-05-29,19:18,Monday,CHESTER STATION,PUTO,0,0,W,BD,5340
2017-05-29,19:24,Monday,CHESTER STATION,PUTO,0,0,W,BD,5319
2017-05-29,20:16,Monday,LESLIE STATION APROACH,TUSC,0,0,E,SHP,6151
2017-05-29,20:57,Monday,CHESTER STATION,PUTO,0,0,W,BD,5156
2017-05-29,21:01,Monday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3015
2017-05-29,22:04,Monday,CHESTER STATION,PUTO,5,9,W,BD,5346
2017-05-29,22:15,Monday,DON MILLS STATION,TUMVS,0,0,E,SHP,6141
2017-05-29,22:54,Monday,CASTLE FRANK STATION,MUIRS,0,0,E,BD,5350
2017-05-29,22:58,Monday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3006
2017-05-29,23:15,Monday,YONGE-UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017-05-30,00:02,Tuesday,KENNEDY BD STATION,TUKEY,0,0,W,BD,5020
2017-05-30,00:09,Tuesday,KENNEDY SRT STATION,MRTO,9,14,S,SRT,3001
2017-05-30,02:55,Tuesday,DUNDAS WEST STATION,MUPLC,0,0,,BD,0
2017-05-30,05:35,Tuesday,UNION STATION - SALES,MUNCA,0,0,,YU,0
2017-05-30,06:37,Tuesday,DONLANDS STATION,TUSC,0,0,W,BD,5230
2017-05-30,06:47,Tuesday,WILSON HOSTLER,MUSC,0,0,S,YU,5816
2017-05-30,07:25,Tuesday,SHEPPARD STATION,MUPR1,78,80,N,YU,6126
2017-05-30,07:27,Tuesday,MCCOWAN STATION,PRSW,7,12,N,SRT,3001
2017-05-30,07:47,Tuesday,BLOOR STATION,TUCC,6,8,N,YU,5616
2017-05-30,07:52,Tuesday,KENNEDY SRT STATION,ERTC,0,0,S,SRT,3001
2017-05-30,08:14,Tuesday,OSSINGTON STATION,MUIE,0,0,E,BD,5011
2017-05-30,08:15,Tuesday,BATHURST STATION,MUIR,11,13,E,BD,5124
2017-05-30,08:15,Tuesday,KENNEDY SRT STATION,ERTC,8,13,S,SRT,3013
2017-05-30,08:22,Tuesday,DUPONT STATION (LEAVIN,MUSC,0,0,S,YU,6091
2017-05-30,08:57,Tuesday,YONGE SHP STATION,PUSTS,3,8,E,SHP,6186
2017-05-30,09:06,Tuesday,DUNDAS STATION,MUPAA,0,0,S,YU,5526
2017-05-30,09:09,Tuesday,COLLEGE STATION,MUSC,0,0,S,YU,5516
2017-05-30,09:27,Tuesday,DUNDAS STATION,MUDD,4,6,S,YU,5786
2017-05-30,09:32,Tuesday,UNION STATION - BOOTH,MUNCA,0,0,,YU,0
2017-05-30,10:06,Tuesday,NORTH YORK CTR STATION,MUSC,0,0,S,YU,5391
2017-05-30,10:10,Tuesday,ISLINGTON STATION ( AP,TUSC,0,0,W,BD,5275
2017-05-30,10:32,Tuesday,YONGE SHP STATION,TUSC,0,0,E,SHP,6186
2017-05-30,10:33,Tuesday,KENNEDY BD STATION,PUMST,0,0,,BD,0
2017-05-30,11:04,Tuesday,MCCOWAN STATION,ERTC,5,10,N,SRT,3006
2017-05-30,11:07,Tuesday,BROADVIEW STATION,SUAP,0,0,,BD,0
2017-05-30,11:17,Tuesday,KIPLING STATION,MUSC,3,6,E,BD,5290
2017-05-30,11:22,Tuesday,DUNDAS WEST STATION,MUD,0,0,W,BD,5227
2017-05-30,12:02,Tuesday,KENNEDY BD STATION,TUSC,0,0,W,BD,5109
2017-05-30,12:05,Tuesday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
2017-05-30,12:53,Tuesday,LESLIE STATION,SUCOL,0,0,,SHP,0
2017-05-30,12:55,Tuesday,LAWRENCE EAST STATION,ERTC,7,12,N,SRT,3013
2017-05-30,13:10,Tuesday,EGLINTON WEST STATION,SUEAS,11,14,N,YU,5911
2017-05-30,14:05,Tuesday,BLOOR STATION,MUSC,0,0,S,YU,5391
2017-05-30,14:09,Tuesday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3019
2017-05-30,14:37,Tuesday,DAVISVILLE STATION,PUSNT,0,0,N,YU,5891
2017-05-30,14:58,Tuesday,BATHURST STATION,MUIS,0,0,W,BD,0
2017-05-30,15:23,Tuesday,KIPLING STATION,TUSC,0,0,E,BD,5177
2017-05-30,15:46,Tuesday,DAVISVILLE STATION,SUAP,9,12,S,YU,5956
2017-05-30,15:47,Tuesday,DUFFERIN STATION,MUIE,3,5,W,BD,5272
2017-05-30,15:49,Tuesday,VICTORIA PARK STATION,MUIS,0,0,E,BD,0
2017-05-30,16:17,Tuesday,YORK MILLS STATION,TUSC,0,0,N,YU,5411
2017-05-30,16:20,Tuesday,WILSON STATION,MUSC,0,0,S,YU,5581
2017-05-30,16:33,Tuesday,SUMMERHILL STATION,TUOS,4,6,S,YU,5786
2017-05-30,17:03,Tuesday,MUSEUM STATION,TUO,3,5,N,YU,5786
2017-05-30,17:08,Tuesday,ST GEORGE YUS STATION,MUPAA,0,0,S,YU,5381
2017-05-30,17:23,Tuesday,KEELE STATION,MUSC,0,0,E,BD,5097
2017-05-30,17:26,Tuesday,WILSON STATION (APPROA,MUSC,0,0,S,YU,5011
2017-05-30,17:27,Tuesday,EGLINTON WEST STATION,SUROB,0,0,,YU,0
2017-05-30,17:54,Tuesday,DUPONT STATION,TUSC,0,0,S,YU,5806
2017-05-30,17:58,Tuesday,KENNEDY SRT STATION,MRTO,5,10,S,SRT,3008
2017-05-30,18:10,Tuesday,WILSON STATION,MUSC,0,0,S,YU,5831
2017-05-30,18:26,Tuesday,ST GEORGE YUS STATION,MUI,9,11,N,YU,5716
2017-05-30,18:27,Tuesday,YONGE BD STATION,MUPAA,0,0,E,BD,5124
2017-05-30,18:35,Tuesday,EGLINTON STATION,TUNIP,4,6,N,YU,5861
2017-05-30,18:37,Tuesday,KIPLING STATION,MUSC,0,0,E,BD,5243
2017-05-30,19:12,Tuesday,KENNEDY SRT STATION,MRTO,5,10,S,SRT,3007
2017-05-30,19:22,Tuesday,SHERBOURNE STATION,SUDP,13,16,E,BD,5283
2017-05-30,19:30,Tuesday,ST GEORGE YUS STATION,MUI,15,17,N,YU,5801
2017-05-30,20:03,Tuesday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5248
2017-05-30,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,BD,0
2017-05-30,22:12,Tuesday,YORKDALE STATION,MUPAA,0,0,N,YU,5946
2017-05-30,22:21,Tuesday,KIPLING STATION,SUROB,0,0,W,BD,0
2017-05-30,22:50,Tuesday,WILSON STATION (APPROA,PUSTS,0,0,S,YU,5511
2017-05-30,22:56,Tuesday,WILSON STATION (APPROA,PUSI,0,0,S,YU,5816
2017-05-30,23:21,Tuesday,BLOOR DANFORTH LINE,MUGD,0,0,,BD,0
2017-05-30,23:40,Tuesday,LAWRENCE EAST STATION,MRUI,0,0,,SRT,0
2017-05-30,23:42,Tuesday,ST CLAIR WEST STATION,MUPAA,0,0,N,YU,5391
2017-05-30,23:45,Tuesday,YONGE UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017-05-31,00:17,Wednesday,LAWRENCE STATION,MUIR,0,0,S,YU,5546
2017-05-31,00:29,Wednesday,MUSEUM STATION,TUO,4,8,N,YU,5991
2017-05-31,06:27,Wednesday,ELLESMERE STATION,MRTO,0,0,N,SRT,3019
2017-05-31,06:46,Wednesday,MCCOWAN STATION,ERDO,3,8,S,SRT,3008
2017-05-31,06:54,Wednesday,GREENWOOD WYE,MUSC,0,0,E,BD,5208
2017-05-31,07:42,Wednesday,KENNEDY BD STATION,TUSC,0,0,W,BD,5368
2017-05-31,07:43,Wednesday,UNION STATION,MUIRS,0,0,,YU,0
2017-05-31,08:03,Wednesday,KIPLING STATION,MUSC,0,0,E,BD,5208
2017-05-31,08:10,Wednesday,KENNEDY BD STATION,TUSC,0,0,E,BD,5100
2017-05-31,08:26,Wednesday,JANE STATION,MUDD,0,0,W,BD,5368
2017-05-31,08:45,Wednesday,UNION STATION,MUIRS,0,0,,YU,0
2017-05-31,09:03,Wednesday,DUNDAS WEST STATION,TUSC,0,0,W,BD,5226
2017-05-31,09:08,Wednesday,KENNEDY BD STATION ( A,TUSC,0,0,E,BD,5168
2017-05-31,09:14,Wednesday,COLLEGE STATION,MUPAA,3,6,S,YU,5996
2017-05-31,09:27,Wednesday,KIPLING STATION,TUSC,0,0,W,BD,5146
2017-05-31,09:27,Wednesday,CHRISTIE STATION,MUSC,0,0,E,BD,5100
2017-05-31,09:33,Wednesday,EGLINTON STATION,MUPAA,3,5,S,YU,5921
2017-05-31,09:43,Wednesday,CHESTER STATION,TUMVS,0,0,E,BD,5150
