Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2017-05-31,09:50,Wednesday,KENNEDY SRT STATION,MRTO,0,0,N,SRT,3001
2017-05-31,10:44,Wednesday,WARDEN STATION,TUSC,0,0,E,BD,5053
2017-05-31,11:33,Wednesday,KIPLING STATION,MUSC,0,0,E,BD,5161
2017-05-31,11:59,Wednesday,SPADINA YUS STATION,SUDP,0,0,,YU,0
2017-05-31,12:05,Wednesday,YONGE/UNIVERSITY,MUGD,0,0,,YU,0
2017-05-31,12:13,Wednesday,COLLEGE STATION,SUDP,5,8,N,YU,5521
2017-05-31,13:05,Wednesday,ROYAL YORK STATION,SUEAS,9,12,W,BD,5258
2017-05-31,13:32,Wednesday,ST PATRICK STATION,TUSC,0,0,N,YU,5741
2017-05-31,14:05,Wednesday,WARDEN STATION,PUMST,0,0,,BD,0
2017-05-31,14:31,Wednesday,DUPONT STATION (LEAVIN,PUSI,0,0,S,YU,6006
2017-05-31,15:06,Wednesday,KENNEDY BD STATION,MUSAN,3,6,W,BD,5298
2017-05-31,15:17,Wednesday,KENNEDY SRT STATION,MRTO,0,0,S,SRT,3008
2017-05-31,15:21,Wednesday,KIPLING STATION,MUSC,0,0,E,BD,5257
2017-05-31,15:34,Wednesday,PAPE STATION,MUPAA,6,9,W,BD,5234
2017-05-31,15:48,Wednesday,CHRISTIE STATION,MUIR,8,10,E,BD,5056
2017-05-31,16:53,Wednesday,QUEEN STATION,MUSAN,3,5,S,YU,5871
2017-05-31,17:16,Wednesday,DONLANDS STATION,MUPAA,0,0,E,BD,5276
2017-05-31,17:18,Wednesday,LANSDOWNE STATION,MUNCA,0,0,,BD,0
2017-05-31,17:25,Wednesday,EGLINTON STATION,MUIR,0,0,,YU,0
2017-05-31,17:29,Wednesday,EGLINTON STATION,MUSC,0,0,S,YU,5741
2017-05-31,17:38,Wednesday,DON MILLS STATION,SUROB,5,10,W,SHP,5476
2017-05-31,17:47,Wednesday,ST CLAIR WEST STATION,SUCOL,0,0,S,YU,5926
2017-05-31,17:48,Wednesday,LESLIE STATION,TUMVS,0,0,E,SHP,6141
2017-05-31,18:17,Wednesday,DUPONT STATION,MUIS,0,0,,YU,0
2017-05-31,18:17,Wednesday,DUPONT STATION APPROAC,TUSC,0,0,S,YU,5586
2017-05-31,19:31,Wednesday,BLOOR - DANFORTH LINE,MUGD,0,0,,BD,0
2017-05-31,19:59,Wednesday,YORK MILLS STATION (AP,TUSC,0,0,S,YU,5646
2017-05-31,20:11,Wednesday,EGLINTON STATION,MUIS,0,0,,YU,0
2017-05-31,20:11,Wednesday,EGLINTON WEST STATION,MUSC,0,0,S,YU,5391
2017-05-31,20:17,Wednesday,YONGE BD STATION,PUMO,7,10,W,BD,5307
2017-05-31,20:17,Wednesday,QUEEN'S PARK STATION,TUSC,0,0,S,YU,5906
2017-05-31,20:36,Wednesday,BLOOR STATION,SUO,10,14,S,YU,5821
2017-05-31,20:40,Wednesday,YONGE BD STATION,SUPOL,4,8,W,BD,5128
2017-05-31,21:22,Wednesday,GREENWOOD WYE,MUSC,0,0,,BD,5190
2017-05-31,21:26,Wednesday,KENNEDY SRT STATION,MRTO,4,11,S,SRT,3008
2017-05-31,21:46,Wednesday,KENNEDY BD STATION,MUWR,3,7,W,BD,5209
2017-05-31,21:49,Wednesday,YONGE BD STATION,SUSA,0,0,,BD,0
2017-05-31,22:04,Wednesday,KENNEDY SRT STATION,MRTO,4,11,S,SRT,3008
2017-05-31,22:26,Wednesday,SPADINA YUS STATION,TUSC,0,0,S,YU,5406
2017-05-31,23:09,Wednesday,ST CLAIR WEST STATION,SUEAS,11,15,S,YU,5876
2017-05-31,23:12,Wednesday,CASTLE FRANK STATION,SUDP,3,7,W,BD,5266
2017-05-31,23:14,Wednesday,WILSON STATION (EXITIN,TUMVS,0,0,N,YU,5736
2017-05-31,23:23,Wednesday,ST CLAIR WEST,SUDP,0,0,N,YU,5821
2017-05-31,23:30,Wednesday,YONGE UNIVERSITY SUBWA,MUGD,0,0,,YU,0
2017-05-31,23:41,Wednesday,KENNEDY SRT STATION,MRTO,4,11,S,SRT,3021
2017-05-31,23:59,Wednesday,GLENCAIRN STATION,MUSC,0,0,S,YU,5726
